Uniprot ID,Gene-name,Lung,,,Spleen (White pulp),,,Liver,,,Heart,,, Renal cortex,,,Renal medulla,,,Testis,,,Thyroid,,
O15067,PFAS,-0.4270 ,0.0073 ,0.0394 ,-0.7498 ,0.0025 ,0.0160 ,-0.4069 ,0.0001 ,0.0007 ,,,,-0.5587 ,0.0000 ,0.0000 ,-0.3997 ,0.0010 ,0.0252 ,,,,-0.3222 ,0.0005 ,0.0077 
O15085,ARHGEF11,,,,0.3243 ,0.0014 ,0.0102 ,,,,,,,,,,,,,,,,,,
O15091,PRORP,0.5711 ,0.0007 ,0.0079 ,,,,,,,,,,,,,,,,,,,,,
O15111,CHUK,,,,,,,0.3805 ,0.0000 ,0.0006 ,,,,,,,,,,,,,,,
O15116,LSM1,,,,-0.3996 ,0.0006 ,0.0054 ,,,,,,,,,,,,,,,,,,
O15117,FYB1,,,,-0.2752 ,0.0028 ,0.0172 ,,,,,,,0.2959 ,0.0068 ,0.0343 ,,,,,,,,,
O15118,NPC1,0.5082 ,0.0054 ,0.0318 ,0.5610 ,0.0038 ,0.0212 ,,,,,,,,,,,,,,,,0.7935 ,0.0000 ,0.0003 
O15120,AGPAT2,0.5376 ,0.0000 ,0.0007 ,,,,,,,,,,0.3171 ,0.0039 ,0.0223 ,0.3462 ,0.0010 ,0.0249 ,,,,,,
O15121,DEGS1,,,,,,,0.7385 ,0.0003 ,0.0023 ,0.6327 ,0.0029 ,0.0160 ,,,,,,,,,,,,
O15126,SCAMP1,,,,0.2881 ,0.0068 ,0.0323 ,,,,,,,0.3782 ,0.0000 ,0.0002 ,,,,,,,,,
O15127,SCAMP2,,,,,,,,,,,,,0.4006 ,0.0009 ,0.0072 ,,,,,,,,,
O15143,ARPC1B,,,,,,,,,,,,,0.5542 ,0.0000 ,0.0000 ,,,,,,,0.3873 ,0.0052 ,0.0327 
O15144,ARPC2,,,,,,,,,,,,,,,,,,,,,,0.3012 ,0.0027 ,0.0216 
O15145,ARPC3,,,,,,,,,,,,,,,,,,,,,,0.4357 ,0.0015 ,0.0145 
O15155,BET1,,,,,,,,,,,,,0.4749 ,0.0080 ,0.0385 ,0.5372 ,0.0032 ,0.0469 ,,,,,,
O15156,ZBTB7B,,,,,,,,,,,,,0.6618 ,0.0102 ,0.0458 ,,,,,,,,,
O15160,POLR1C,,,,,,,0.3737 ,0.0015 ,0.0092 ,,,,,,,,,,,,,0.3260 ,0.0084 ,0.0444 
O15162,PLSCR1,,,,,,,,,,,,,0.8590 ,0.0001 ,0.0018 ,1.1966 ,0.0014 ,0.0306 ,,,,,,
O15173,PGRMC2,0.3993 ,0.0001 ,0.0012 ,0.3941 ,0.0000 ,0.0002 ,,,,,,,,,,,,,,,,0.4313 ,0.0043 ,0.0288 
O15194,CTDSPL,,,,,,,,,,,,,0.3673 ,0.0017 ,0.0119 ,,,,,,,,,
O15195,VILL,0.2923 ,0.0088 ,0.0443 ,,,,,,,,,,,,,,,,,,,,,
O15211,RGL2,-0.6832 ,0.0000 ,0.0002 ,,,,,,,,,,,,,,,,,,,,,
O15213,WDR46,,,,,,,0.4644 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
O15226,NKRF,0.4316 ,0.0002 ,0.0029 ,,,,0.4012 ,0.0003 ,0.0026 ,,,,,,,0.3240 ,0.0023 ,0.0401 ,,,,,,
O15229,KMO,,,,,,,,,,,,,-0.4690 ,0.0001 ,0.0011 ,,,,,,,,,
O15231,ZNF185,,,,,,,,,,,,,0.3100 ,0.0044 ,0.0248 ,,,,,,,,,
O15234,CASC3,0.4690 ,0.0001 ,0.0021 ,0.4205 ,0.0109 ,0.0449 ,,,,,,,,,,,,,,,,,,
O15235,MRPS12,,,,0.3082 ,0.0097 ,0.0416 ,0.5108 ,0.0003 ,0.0024 ,,,,,,,0.4116 ,0.0017 ,0.0329 ,,,,0.6116 ,0.0082 ,0.0440 
O15247,CLIC2,,,,,,,,,,,,,,,,,,,,,,0.5008 ,0.0006 ,0.0086 
O15254,ACOX3,,,,0.4264 ,0.0114 ,0.0465 ,,,,,,,,,,,,,,,,0.8296 ,0.0000 ,0.0007 
O15258,RER1,0.8638 ,0.0003 ,0.0042 ,0.7888 ,0.0002 ,0.0024 ,0.3716 ,0.0086 ,0.0349 ,0.2666 ,0.0004 ,0.0034 ,0.5159 ,0.0002 ,0.0024 ,0.8199 ,0.0000 ,0.0005 ,,,,,,
O15269,SPTLC1,0.4187 ,0.0002 ,0.0025 ,0.3220 ,0.0004 ,0.0043 ,,,,,,,,,,,,,,,,0.3193 ,0.0030 ,0.0231 
O15270,SPTLC2,,,,0.6006 ,0.0003 ,0.0032 ,,,,,,,,,,,,,,,,,,
O15273,TCAP,,,,,,,,,,0.3782 ,0.0010 ,0.0073 ,,,,,,,,,,,,
O15296,ALOX15B,0.9704 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,,,,,,,
O15305,PMM2,0.4313 ,0.0001 ,0.0010 ,,,,0.3419 ,0.0002 ,0.0015 ,,,,,,,,,,,,,,,
O15321,TM9SF1,0.4329 ,0.0064 ,0.0357 ,0.3664 ,0.0028 ,0.0170 ,,,,,,,,,,,,,,,,,,
O15327,INPP4B,,,,,,,,,,-0.2836 ,0.0020 ,0.0127 ,,,,-0.3723 ,0.0030 ,0.0454 ,,,,,,
O15344,MID1,,,,,,,,,,,,,0.4186 ,0.0025 ,0.0156 ,,,,,,,,,
O15347,HMGB3,0.9904 ,0.0000 ,0.0000 ,0.4720 ,0.0001 ,0.0017 ,1.2464 ,0.0000 ,0.0000 ,0.5132 ,0.0003 ,0.0032 ,,,,,,,,,,,,
O15355,PPM1G,0.4081 ,0.0025 ,0.0184 ,0.2913 ,0.0095 ,0.0409 ,,,,,,,0.3082 ,0.0020 ,0.0134 ,0.4668 ,0.0005 ,0.0168 ,,,,0.4018 ,0.0041 ,0.0279 
O15357,INPPL1,,,,,,,,,,,,,,,,,,,,,,0.3527 ,0.0013 ,0.0138 
O15371,EIF3D,0.3949 ,0.0062 ,0.0348 ,,,,0.4025 ,0.0000 ,0.0000 ,,,,0.3011 ,0.0001 ,0.0013 ,,,,,,,0.4772 ,0.0001 ,0.0023 
O15372,EIF3H,,,,,,,0.3770 ,0.0001 ,0.0012 ,,,,,,,,,,,,,0.4708 ,0.0000 ,0.0020 
O15379,HDAC3,,,,,,,,,,,,,0.3879 ,0.0020 ,0.0135 ,,,,,,,,,
O15382,BCAT2,,,,,,,0.5842 ,0.0003 ,0.0023 ,,,,,,,,,,,,,,,
O15389,SIGLEC5,,,,,,,0.7665 ,0.0003 ,0.0029 ,,,,,,,,,,,,,,,
O15397,IPO8,,,,,,,,,,0.2976 ,0.0010 ,0.0076 ,,,,,,,,,,,,
O15427,SLC16A3,0.9660 ,0.0000 ,0.0001 ,0.7006 ,0.0017 ,0.0117 ,,,,,,,0.9037 ,0.0000 ,0.0006 ,,,,,,,,,
O15438,ABCC3,,,,,,,0.9578 ,0.0000 ,0.0000 ,,,,0.5804 ,0.0004 ,0.0038 ,,,,,,,,,
O15440,ABCC5,,,,,,,,,,1.0580 ,0.0000 ,0.0000 ,0.9672 ,0.0000 ,0.0001 ,,,,,,,,,
O15455,TLR3,,,,,,,0.3668 ,0.0092 ,0.0365 ,,,,,,,,,,,,,,,
O15460,P4HA2,0.8791 ,0.0000 ,0.0001 ,,,,0.5860 ,0.0001 ,0.0009 ,,,,0.4242 ,0.0000 ,0.0003 ,,,,,,,0.5471 ,0.0016 ,0.0155 
O15504,NUP42,,,,0.3359 ,0.0103 ,0.0433 ,0.3389 ,0.0025 ,0.0135 ,,,,,,,,,,,,,,,
O15519,CFLAR,,,,,,,,,,0.5503 ,0.0000 ,0.0000 ,0.4327 ,0.0102 ,0.0458 ,,,,,,,,,
O15523,DDX3Y,,,,,,,,,,-0.6740 ,0.0112 ,0.0438 ,,,,,,,,,,,,
O15525,MAFG,,,,,,,,,,,,,,,,,,,,,,0.5375 ,0.0031 ,0.0236 
O15528,CYP27B1,,,,,,,,,,,,,1.8396 ,0.0001 ,0.0011 ,,,,,,,,,
O15533,TAPBP,,,,0.3468 ,0.0035 ,0.0203 ,,,,,,,0.4257 ,0.0001 ,0.0011 ,,,,,,,,,
O15551,CLDN3,,,,,,,0.7038 ,0.0044 ,0.0209 ,,,,0.4444 ,0.0111 ,0.0488 ,,,,,,,,,
O43143,DHX15,,,,,,,0.3028 ,0.0011 ,0.0071 ,,,,,,,,,,,,,,,
O43148,RNMT,0.3361 ,0.0054 ,0.0316 ,,,,0.6661 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
O43150,ASAP2,,,,,,,,,,0.3062 ,0.0074 ,0.0323 ,-0.3154 ,0.0006 ,0.0058 ,,,,,,,,,
O43169,CYB5B,,,,0.9272 ,0.0001 ,0.0012 ,,,,,,,,,,0.6554 ,0.0000 ,0.0038 ,,,,0.9620 ,0.0000 ,0.0008 
O43172,PRPF4,,,,,,,0.3848 ,0.0003 ,0.0028 ,,,,,,,,,,,,,0.3895 ,0.0001 ,0.0037 
O43175,PHGDH,0.3791 ,0.0041 ,0.0263 ,,,,-0.9739 ,0.0023 ,0.0128 ,,,,-0.4678 ,0.0046 ,0.0254 ,,,,,,,,,
O43181,NDUFS4,,,,0.3552 ,0.0092 ,0.0402 ,,,,,,,,,,,,,,,,,,
O43187,IRAK2,1.3330 ,0.0014 ,0.0122 ,,,,,,,,,,,,,,,,,,,,,
O43236,SEPTIN4,-1.0250 ,0.0075 ,0.0403 ,,,,,,,,,,,,,,,,,,,,,
O43251,RBFOX2,0.5554 ,0.0024 ,0.0181 ,,,,,,,,,,,,,,,,,,,,,
O43252,PAPSS1,0.3931 ,0.0023 ,0.0175 ,0.3894 ,0.0003 ,0.0032 ,,,,,,,,,,,,,,,,,,
O43264,ZW10,,,,,,,0.2654 ,0.0013 ,0.0079 ,,,,,,,,,,,,,,,
O43272,PRODH,,,,,,,0.9097 ,0.0000 ,0.0000 ,,,,0.5001 ,0.0024 ,0.0153 ,0.8204 ,0.0010 ,0.0251 ,,,,,,
O43278,SPINT1,,,,,,,,,,,,,,,,,,,,,,0.5331 ,0.0076 ,0.0419 
O43286,B4GALT5,,,,,,,1.6112 ,0.0001 ,0.0007 ,,,,,,,,,,,,,,,
O43293,DAPK3,,,,0.5257 ,0.0010 ,0.0080 ,,,,,,,0.4248 ,0.0018 ,0.0121 ,,,,,,,,,
O43301,HSPA12A,,,,0.4698 ,0.0014 ,0.0102 ,,,,,,,,,,,,,,,,,,
O43312,MTSS1,,,,0.4255 ,0.0007 ,0.0059 ,-0.6595 ,0.0010 ,0.0067 ,,,,,,,,,,,,,,,
O43318,MAP3K7,,,,,,,,,,0.4831 ,0.0069 ,0.0311 ,,,,0.2678 ,0.0002 ,0.0110 ,,,,,,
O43324,EEF1E1,,,,,,,0.6419 ,0.0000 ,0.0000 ,,,,,,,,,,,,,0.7306 ,0.0000 ,0.0016 
O43325,LYRM1,0.6847 ,0.0069 ,0.0380 ,,,,0.8122 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
O43390,HNRNPR,,,,,,,0.2956 ,0.0007 ,0.0053 ,,,,,,,,,,,,,,,
O43396,TXNL1,,,,-0.4313 ,0.0000 ,0.0006 ,,,,,,,,,,,,,,,,-0.5320 ,0.0016 ,0.0155 
O43399,TPD52L2,0.5430 ,0.0013 ,0.0115 ,0.4427 ,0.0001 ,0.0013 ,,,,,,,,,,,,,,,,,,
O43402,EMC8,,,,0.6294 ,0.0000 ,0.0002 ,0.7435 ,0.0000 ,0.0000 ,-0.4043 ,0.0017 ,0.0109 ,,,,,,,,,,0.4176 ,0.0040 ,0.0276 
O43451,MGAM,,,,,,,,,,,,,-0.7225 ,0.0021 ,0.0141 ,,,,,,,,,
O43464,HTRA2,,,,,,,0.3202 ,0.0040 ,0.0193 ,,,,,,,,,,,,,,,
O43488,AKR7A2,-0.4356 ,0.0001 ,0.0022 ,-0.4342 ,0.0000 ,0.0002 ,-0.4906 ,0.0032 ,0.0162 ,,,,-0.4678 ,0.0000 ,0.0000 ,,,,,,,,,
O43491,EPB41L2,-0.6950 ,0.0039 ,0.0254 ,,,,,,,,,,,,,,,,,,,-0.5631 ,0.0033 ,0.0247 
O43493,TGOLN2,0.6753 ,0.0000 ,0.0001 ,0.5129 ,0.0105 ,0.0438 ,,,,,,,,,,0.4546 ,0.0002 ,0.0118 ,,,,0.3943 ,0.0067 ,0.0387 
O43508,TNFSF12,,,,,,,,,,,,,,,,,,,,,,0.9552 ,0.0025 ,0.0206 
O43516,WIPF1,,,,-0.4030 ,0.0000 ,0.0009 ,,,,,,,,,,,,,,,,,,
O43524,FOXO3,,,,,,,0.5798 ,0.0100 ,0.0390 ,,,,,,,,,,,,,,,
O43556,SGCE,-0.4527 ,0.0006 ,0.0070 ,,,,,,,,,,,,,,,,,,,,,
O43566,RGS14,,,,-0.6877 ,0.0011 ,0.0087 ,,,,,,,,,,,,,,,,,,
O43567,RNF13,1.0551 ,0.0000 ,0.0008 ,0.8216 ,0.0045 ,0.0242 ,1.1687 ,0.0001 ,0.0015 ,,,,,,,,,,,,,1.0929 ,0.0016 ,0.0155 
O43598,DNPH1,,,,-1.3249 ,0.0002 ,0.0029 ,-0.9112 ,0.0073 ,0.0309 ,,,,-1.0172 ,0.0000 ,0.0003 ,,,,,,,-0.6951 ,0.0033 ,0.0247 
O43615,TIMM44,0.7492 ,0.0005 ,0.0062 ,0.6447 ,0.0000 ,0.0001 ,0.4203 ,0.0019 ,0.0109 ,0.3200 ,0.0000 ,0.0004 ,0.3258 ,0.0006 ,0.0053 ,0.5854 ,0.0007 ,0.0215 ,,,,,,
O43617,TRAPPC3,,,,,,,,,,,,,,,,,,,,,,0.4499 ,0.0047 ,0.0307 
O43633,CHMP2A,-0.3709 ,0.0087 ,0.0441 ,,,,,,,,,,,,,0.8795 ,0.0020 ,0.0372 ,,,,,,
O43660,PLRG1,0.2797 ,0.0004 ,0.0046 ,,,,0.3625 ,0.0026 ,0.0140 ,,,,,,,,,,,,,0.5607 ,0.0001 ,0.0027 
O43665,RGS10,,,,-0.9360 ,0.0001 ,0.0017 ,,,,,,,,,,,,,,,,-0.7138 ,0.0000 ,0.0003 
O43670,ZNF207,0.4121 ,0.0018 ,0.0143 ,,,,,,,,,,,,,,,,,,,0.4023 ,0.0022 ,0.0191 
O43674,NDUFB5,,,,0.4563 ,0.0002 ,0.0022 ,,,,0.3128 ,0.0000 ,0.0001 ,,,,,,,,,,,,
O43678,NDUFA2,,,,,,,0.3227 ,0.0045 ,0.0214 ,,,,,,,,,,,,,,,
O43684,BUB3,0.3234 ,0.0017 ,0.0139 ,,,,0.3070 ,0.0000 ,0.0002 ,,,,,,,,,,,,,0.4125 ,0.0005 ,0.0079 
O43704,SULT1B1,,,,,,,,,,,,,-0.3145 ,0.0041 ,0.0236 ,,,,,,,,,
O43716,GATC,,,,,,,0.6945 ,0.0009 ,0.0061 ,,,,,,,,,,,,,,,
O43719,HTATSF1,,,,0.3035 ,0.0053 ,0.0270 ,,,,,,,,,,,,,,,,,,
O43739,CYTH3,-0.4690 ,0.0006 ,0.0066 ,,,,,,,,,,,,,,,,,,,,,
O43741,PRKAB2,,,,,,,-0.6119 ,0.0133 ,0.0486 ,,,,,,,,,,,,,,,
O43747,AP1G1,,,,,,,0.4643 ,0.0001 ,0.0010 ,,,,,,,0.3402 ,0.0035 ,0.0495 ,,,,0.8061 ,0.0001 ,0.0033 
O43760,SYNGR2,,,,0.5319 ,0.0078 ,0.0356 ,,,,,,,0.3676 ,0.0006 ,0.0056 ,,,,,,,,,
O43765,SGTA,,,,,,,,,,-0.4643 ,0.0000 ,0.0001 ,,,,,,,,,,,,
O43766,LIAS,,,,,,,0.7570 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
O43768,ENSA,,,,-0.4844 ,0.0006 ,0.0055 ,,,,,,,,,,,,,,,,,,
O43772,SLC25A20,,,,0.4940 ,0.0003 ,0.0036 ,,,,0.6553 ,0.0000 ,0.0000 ,0.4740 ,0.0054 ,0.0289 ,0.6345 ,0.0002 ,0.0105 ,,,,0.6537 ,0.0014 ,0.0140 
O43795,MYO1B,,,,0.3084 ,0.0001 ,0.0016 ,0.4553 ,0.0001 ,0.0014 ,,,,,,,,,,,,,,,
O43813,LANCL1,-0.7527 ,0.0039 ,0.0250 ,,,,,,,,,,,,,,,,,,,,,
O43819,SCO2,0.6821 ,0.0000 ,0.0006 ,0.5400 ,0.0000 ,0.0007 ,,,,,,,,,,,,,,,,,,
O43823,AKAP8,0.5174 ,0.0000 ,0.0002 ,0.6511 ,0.0000 ,0.0009 ,0.7225 ,0.0000 ,0.0000 ,0.5317 ,0.0000 ,0.0000 ,0.4249 ,0.0019 ,0.0131 ,,,,,,,0.4714 ,0.0003 ,0.0062 
O43824,GTPBP6,,,,,,,0.4035 ,0.0045 ,0.0212 ,,,,,,,,,,,,,,,
O43837,IDH3B,0.4663 ,0.0002 ,0.0033 ,0.4329 ,0.0005 ,0.0046 ,0.5695 ,0.0000 ,0.0000 ,,,,0.2701 ,0.0007 ,0.0059 ,,,,,,,,,
O43847,NRDC,,,,-0.2976 ,0.0004 ,0.0043 ,0.2961 ,0.0004 ,0.0034 ,,,,,,,,,,,,,,,
O43852,CALU,1.0703 ,0.0040 ,0.0255 ,0.4838 ,0.0002 ,0.0027 ,,,,,,,0.5916 ,0.0021 ,0.0141 ,,,,,,,,,
O43895,XPNPEP2,,,,,,,,,,,,,-0.9405 ,0.0024 ,0.0152 ,,,,,,,,,
O43903,GAS2,,,,,,,,,,,,,-0.5450 ,0.0020 ,0.0135 ,,,,,,,,,
O43914,TYROBP,0.6094 ,0.0020 ,0.0158 ,0.3698 ,0.0106 ,0.0444 ,0.5417 ,0.0079 ,0.0327 ,,,,0.5977 ,0.0000 ,0.0008 ,0.6240 ,0.0005 ,0.0168 ,,,,,,
O43920,NDUFS5,,,,0.5424 ,0.0010 ,0.0079 ,,,,0.4950 ,0.0026 ,0.0147 ,,,,0.8336 ,0.0008 ,0.0231 ,,,,,,
O43927,CXCL13,,,,1.6609 ,0.0062 ,0.0301 ,,,,,,,,,,,,,,,,,,
O43933,PEX1,,,,,,,0.3233 ,0.0044 ,0.0210 ,,,,,,,,,,,,,,,
O60216,RAD21,,,,0.2671 ,0.0108 ,0.0448 ,,,,,,,,,,,,,,,,,,
O60218,AKR1B10,,,,,,,,,,,,,2.0174 ,0.0002 ,0.0020 ,,,,,,,,,
O60220,TIMM8A,1.2747 ,0.0046 ,0.0285 ,,,,,,,0.2738 ,0.0017 ,0.0109 ,,,,,,,,,,,,
O60231,DHX16,,,,,,,0.3950 ,0.0000 ,0.0000 ,,,,,,,,,,,,,0.2663 ,0.0010 ,0.0115 
O60234,GMFG,,,,-0.5141 ,0.0054 ,0.0272 ,,,,,,,,,,,,,,,,,,
O60237,PPP1R12B,,,,0.3558 ,0.0074 ,0.0344 ,,,,,,,,,,,,,,,,,,
O60238,BNIP3L,,,,,,,1.0156 ,0.0001 ,0.0011 ,,,,,,,,,,,,,,,
O60243,HS6ST1,,,,,,,,,,,,,,,,,,,,,,0.9714 ,0.0032 ,0.0242 
O60256,PRPSAP2,,,,-0.4495 ,0.0001 ,0.0019 ,,,,-0.2904 ,0.0017 ,0.0112 ,,,,,,,,,,,,
O60258,FGF17,,,,,,,,,,0.7637 ,0.0008 ,0.0066 ,,,,,,,,,,,,
O60260,PRKN,,,,,,,,,,,,,-0.3749 ,0.0030 ,0.0178 ,,,,,,,,,
O60262,GNG7,-0.4628 ,0.0085 ,0.0435 ,,,,,,,,,,,,,,,,,,,,,
O60306,AQR,,,,,,,0.4108 ,0.0001 ,0.0011 ,,,,,,,,,,,,,,,
O60307,MAST3,,,,,,,,,,,,,-0.5309 ,0.0000 ,0.0002 ,,,,,,,,,
O60313,OPA1,,,,0.3203 ,0.0001 ,0.0011 ,0.3590 ,0.0000 ,0.0004 ,,,,,,,,,,,,,,,
O60341,KDM1A,,,,,,,,,,,,,,,,,,,,,,0.4574 ,0.0094 ,0.0475 
O60343,TBC1D4,-0.3207 ,0.0051 ,0.0306 ,,,,,,,,,,,,,,,,,,,,,
O60356,NUPR1,,,,,,,-1.5779 ,0.0050 ,0.0230 ,,,,,,,,,,,,,,,
O60437,PPL,,,,,,,,,,0.5235 ,0.0001 ,0.0011 ,,,,,,,,,,0.3873 ,0.0006 ,0.0084 
O60443,GSDME,0.3960 ,0.0083 ,0.0427 ,,,,,,,,,,-0.3386 ,0.0006 ,0.0053 ,-0.4714 ,0.0001 ,0.0077 ,,,,-0.5372 ,0.0087 ,0.0454 
O60447,EVI5,0.3523 ,0.0017 ,0.0143 ,,,,,,,,,,0.3335 ,0.0109 ,0.0481 ,,,,,,,,,
O60449,LY75,,,,,,,,,,,,,,,,,,,,,,0.5220 ,0.0062 ,0.0366 
O60462,NRP2,,,,,,,,,,,,,,,,,,,,,,1.2113 ,0.0052 ,0.0327 
O60476,MAN1A2,,,,0.5382 ,0.0003 ,0.0037 ,,,,,,,,,,,,,,,,,,
O60487,MPZL2,1.0775 ,0.0000 ,0.0001 ,,,,,,,,,,0.6794 ,0.0000 ,0.0000 ,,,,,,,,,
O60488,ACSL4,0.6481 ,0.0000 ,0.0005 ,0.4125 ,0.0003 ,0.0034 ,,,,,,,0.3555 ,0.0003 ,0.0031 ,0.4328 ,0.0008 ,0.0231 ,,,,0.5484 ,0.0000 ,0.0011 
O60493,SNX3,,,,,,,,,,,,,,,,0.3333 ,0.0003 ,0.0122 ,,,,,,
O60494,CUBN,,,,,,,,,,,,,-0.7333 ,0.0001 ,0.0018 ,,,,,,,,,
O60496,DOK2,,,,-0.3782 ,0.0050 ,0.0261 ,,,,,,,,,,,,,,,,,,
O60499,STX10,,,,,,,0.3102 ,0.0006 ,0.0043 ,,,,,,,,,,,,,,,
O60502,OGA,,,,-0.4954 ,0.0037 ,0.0210 ,,,,,,,,,,,,,,,,,,
O60504,SORBS3,,,,0.3623 ,0.0013 ,0.0097 ,,,,,,,,,,,,,,,,0.3565 ,0.0016 ,0.0154 
O60506,SYNCRIP,0.2943 ,0.0014 ,0.0125 ,,,,0.4802 ,0.0000 ,0.0002 ,,,,,,,,,,,,,,,
O60507,TPST1,,,,,,,0.6469 ,0.0110 ,0.0419 ,,,,,,,,,,,,,,,
O60508,CDC40,,,,,,,0.3163 ,0.0000 ,0.0004 ,,,,,,,,,,,,,,,
O60518,RANBP6,,,,,,,0.5618 ,0.0015 ,0.0093 ,,,,,,,,,,,,,0.4280 ,0.0055 ,0.0337 
O60551,NMT2,,,,,,,0.6309 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
O60563,CCNT1,,,,,,,0.3432 ,0.0005 ,0.0041 ,,,,,,,,,,,,,,,
O60568,PLOD3,0.5494 ,0.0000 ,0.0004 ,0.3429 ,0.0115 ,0.0468 ,,,,,,,0.3022 ,0.0051 ,0.0275 ,,,,,,,,,
O60573,EIF4E2,,,,,,,0.4382 ,0.0016 ,0.0098 ,,,,,,,,,,,,,,,
O60583,CCNT2,,,,,,,,,,,,,0.3449 ,0.0002 ,0.0021 ,,,,,,,,,
O60603,TLR2,0.5633 ,0.0074 ,0.0395 ,0.6804 ,0.0022 ,0.0143 ,,,,,,,0.5926 ,0.0001 ,0.0018 ,0.6011 ,0.0002 ,0.0097 ,,,,0.8165 ,0.0000 ,0.0016 
O60610,DIAPH1,,,,-0.5201 ,0.0000 ,0.0003 ,,,,,,,0.3563 ,0.0000 ,0.0001 ,,,,,,,,,
O60613,SELENOF,0.9392 ,0.0005 ,0.0056 ,0.3051 ,0.0034 ,0.0197 ,,,,,,,,,,,,,,,,0.3667 ,0.0038 ,0.0269 
O60635,TSPAN1,,,,,,,,,,,,,1.2883 ,0.0000 ,0.0007 ,1.0385 ,0.0006 ,0.0191 ,,,,,,
O60656,UGT1A9,,,,,,,0.6311 ,0.0001 ,0.0009 ,,,,,,,,,,,,,,,
O60662,KLHL41,,,,,,,,,,0.3917 ,0.0034 ,0.0182 ,,,,,,,,,,,,
O60664,PLIN3,,,,-0.6029 ,0.0000 ,0.0006 ,,,,,,,,,,,,,,,,,,
O60669,SLC16A7,,,,0.4707 ,0.0112 ,0.0460 ,,,,,,,,,,,,,,,,,,
O60675,MAFK,,,,0.4293 ,0.0025 ,0.0158 ,0.9454 ,0.0001 ,0.0012 ,,,,0.6916 ,0.0002 ,0.0022 ,0.5248 ,0.0001 ,0.0068 ,,,,,,
O60678,PRMT3,0.6565 ,0.0017 ,0.0139 ,,,,,,,,,,0.8115 ,0.0068 ,0.0343 ,0.7883 ,0.0013 ,0.0290 ,,,,,,
O60683,PEX10,,,,,,,0.5665 ,0.0023 ,0.0127 ,,,,-0.6691 ,0.0082 ,0.0393 ,,,,,,,,,
O60684,KPNA6,,,,,,,0.5707 ,0.0000 ,0.0001 ,,,,,,,,,,,,,,,
O60701,UGDH,0.6581 ,0.0000 ,0.0010 ,,,,,,,,,,,,,,,,,,,,,
O60760,HPGDS,-0.8692 ,0.0003 ,0.0039 ,,,,,,,,,,,,,,,,,,,,,
O60762,DPM1,0.4376 ,0.0040 ,0.0257 ,0.3752 ,0.0000 ,0.0002 ,0.3075 ,0.0035 ,0.0176 ,,,,,,,0.4345 ,0.0010 ,0.0256 ,,,,0.8284 ,0.0019 ,0.0174 
O60763,USO1,0.2804 ,0.0052 ,0.0309 ,,,,,,,,,,,,,,,,,,,,,
O60783,MRPS14,0.7263 ,0.0013 ,0.0116 ,,,,,,,,,,,,,,,,,,,,,
O60784,TOM1,0.3716 ,0.0055 ,0.0320 ,,,,,,,,,,,,,,,,,,,,,
O60825,PFKFB2,0.5237 ,0.0000 ,0.0001 ,0.2692 ,0.0016 ,0.0111 ,,,,,,,0.4913 ,0.0004 ,0.0041 ,,,,,,,,,
O60828,PQBP1,0.4744 ,0.0034 ,0.0227 ,,,,,,,,,,,,,,,,,,,,,
O60831,PRAF2,,,,0.2725 ,0.0013 ,0.0100 ,,,,,,,0.3270 ,0.0003 ,0.0029 ,,,,,,,0.5537 ,0.0009 ,0.0111 
O60832,DKC1,0.4010 ,0.0064 ,0.0360 ,,,,0.6266 ,0.0000 ,0.0000 ,,,,,,,,,,,,,0.4180 ,0.0048 ,0.0308 
O60841,EIF5B,,,,,,,0.4781 ,0.0000 ,0.0004 ,,,,,,,,,,,,,0.3649 ,0.0002 ,0.0045 
O60858,TRIM13,,,,0.3862 ,0.0058 ,0.0288 ,,,,,,,,,,,,,,,,,,
O60861,GAS7,,,,0.3444 ,0.0004 ,0.0040 ,,,,,,,,,,,,,,,,,,
O60869,EDF1,,,,,,,,,,-0.3306 ,0.0003 ,0.0031 ,,,,,,,,,,,,
O60884,DNAJA2,,,,,,,0.4125 ,0.0005 ,0.0037 ,,,,,,,,,,,,,0.3664 ,0.0004 ,0.0075 
O60896,RAMP3,,,,,,,,,,,,,-0.5213 ,0.0044 ,0.0248 ,,,,,,,,,
O60925,PFDN1,,,,-0.3333 ,0.0118 ,0.0475 ,,,,,,,,,,,,,,,,,,
O60930,RNASEH1,0.3067 ,0.0004 ,0.0048 ,,,,0.7496 ,0.0000 ,0.0000 ,,,,,,,,,,,,,,,
O60941,DTNB,-0.3426 ,0.0001 ,0.0015 ,,,,,,,,,,,,,,,,,,,0.6331 ,0.0006 ,0.0086 
O75022,LILRB3,1.1284 ,0.0000 ,0.0003 ,0.6944 ,0.0014 ,0.0102 ,,,,,,,0.7827 ,0.0076 ,0.0373 ,,,,,,,,,
O75023,LILRB5,,,,,,,,,,0.7204 ,0.0000 ,0.0000 ,,,,,,,,,,,,
